		V;NFIN
earti	atar	V;SBJV;PRS;3;SG
eartian	atar	V;SBJV;PRS;3;PL
eartias	atar	V;SBJV;PRS;2;SG
earv	]	V;IND;PRS;1;SG
earv	duvrir	V;IND;PRS;1;SG
earva	]	V;IMP;2;SG
earva	duvrir	V;IMP;2;SG
earvan	]	V;IND;PRS;3;PL
earvan	duvrir	V;IND;PRS;3;PL
earvas	]	V;SBJV;PRS;2;SG
earvas	duvrir	V;SBJV;PRS;2;SG
earvel	]	V;IND;PRS;1;SG
earvel	duvrir	V;IND;PRS;1;SG
earver	]	V;IND;FUT;1;PL
earver	duvrir	V;IND;FUT;2;SG
earvi	]	V;SBJV;PRS;1;SG
earvi	duvrir	V;SBJV;PRS;1;SG
earvian	]	V;SBJV;PRS;3;PL
earvian	duvrir	V;SBJV;PRS;3;PL
earvias	]	V;SBJV;PRS;2;SG
earvias	duvrir	V;SBJV;PRS;2;SG
earz	arzar	V;IND;PRS;1;SG
earza	arzar	V;IMP;2;SG
earzan	arzar	V;IND;PRS;3;PL
earzas	arzar	V;SBJV;PRS;2;SG
earzel	arzar	V;IND;PRS;1;SG
earzi	arzar	V;SBJV;PRS;1;SG
earzian	arzar	V;SBJV;PRS;3;PL
earzias	arzar	V;SBJV;PRS;2;SG
eas	iear	V;SBJV;PRS;2;SG
eav	avar	V;IND;PRS;1;SG
eava	ar	V;IND;PST;1;SG;IPFV
eava	avar	V;IMP;2;SG
eavan	ar	V;IND;PST;3;PL;IPFV
eavan	avar	V;IND;PRS;3;PL
eavas	ar	V;IND;PST;2;SG;IPFV
eavas	avar	V;SBJV;PRS;2;SG
eavel	avar	V;IND;PRS;1;SG
eavg	ivgear	V;IND;PRS;1;SG
eavgel	ivgear	V;IND;PRS;1;SG
eavgi	ivgear	V;SBJV;PRS;1;SG
eavgia	ivgear	V;IND;PRS;3;SG
eavgian	ivgear	V;IND;PRS;3;PL
eavgias	ivgear	V;SBJV;PRS;2;SG
eavi	avar	V;SBJV;PRS;3;SG
eavian	avar	V;SBJV;PRS;3;PL
eavias	avar	V;SBJV;PRS;2;SG
eaz	ar	V;IND;PRS;2;PL
ebr	abrar	V;IND;PRS;1;SG
ebra	abrar	V;IND;PRS;3;SG
ebran	abrar	V;SBJV;PRS;3;PL
ebras	abrar	V;SBJV;PRS;2;SG
ebrel	abrar	V;IND;PRS;1;SG
ebri	abrar	V;SBJV;PRS;3;SG
ebrian	abrar	V;SBJV;PRS;3;PL
ebrias	abrar	V;SBJV;PRS;2;SG
ec	icar	V;IND;PRS;1;SG
eca	icar	V;IMP;2;SG
ecan	icar	V;SBJV;PRS;3;PL
ecas	icar	V;SBJV;PRS;2;SG
ecel	icar	V;IND;PRS;1;SG
eci	icar	V;SBJV;PRS;1;SG
ecian	icar	V;SBJV;PRS;3;PL
ecias	icar	V;SBJV;PRS;2;SG
ecl	iclar	V;IND;PRS;1;SG
ecla	iclar	V;IMP;2;SG
eclan	iclar	V;IND;PRS;3;PL
eclas	iclar	V;SBJV;PRS;2;SG
eclel	iclar	V;IND;PRS;1;SG
ecli	iclar	V;SBJV;PRS;3;SG
eclian	iclar	V;SBJV;PRS;3;PL
eclias	iclar	V;SBJV;PRS;2;SG
ed	adar	V;IND;PRS;1;SG
ed	ar	V;IMP;2;PL
ed	idar	V;IND;PRS;1;SG
ed	ir	V;IMP;2;PL
ed	r	V;IMP;2;PL
eda	adar	V;IMP;2;SG
eda	idar	V;IND;PRS;3;SG
edan	adar	V;SBJV;PRS;3;PL
edan	idar	V;IND;PRS;3;PL
edas	adar	V;SBJV;PRS;2;SG
edas	idar	V;SBJV;PRS;2;SG
edel	adar	V;IND;PRS;1;SG
edel	idar	V;IND;PRS;1;SG
edi	adar	V;SBJV;PRS;3;SG
edi	idar	V;SBJV;PRS;1;SG
edian	adar	V;SBJV;PRS;3;PL
edian	idar	V;SBJV;PRS;3;PL
edias	adar	V;SBJV;PRS;2;SG
edias	idar	V;SBJV;PRS;2;SG
edl	adlar	V;IND;PRS;1;SG
edla	adlar	V;IMP;2;SG
edlan	adlar	V;SBJV;PRS;3;PL
edlas	adlar	V;SBJV;PRS;2;SG
edlel	adlar	V;IND;PRS;1;SG
edli	adlar	V;SBJV;PRS;3;SG
edlian	adlar	V;SBJV;PRS;3;PL
edlias	adlar	V;SBJV;PRS;2;SG
edr	adrar	V;IND;PRS;1;SG
edra	adrar	V;IMP;2;SG
edran	adrar	V;IND;PRS;3;PL
edras	adrar	V;SBJV;PRS;2;SG
edrel	adrar	V;IND;PRS;1;SG
edri	adrar	V;SBJV;PRS;3;SG
edrian	adrar	V;SBJV;PRS;3;PL
edrias	adrar	V;SBJV;PRS;2;SG
ef	ifar	V;IND;PRS;1;SG
efa	ifar	V;IMP;2;SG
efan	ifar	V;IND;PRS;3;PL
efas	ifar	V;SBJV;PRS;2;SG
efel	ifar	V;IND;PRS;1;SG
efi	ifar	V;SBJV;PRS;3;SG
efian	ifar	V;SBJV;PRS;3;PL
efias	ifar	V;SBJV;PRS;2;SG
efl	iflar	V;IND;PRS;1;SG
efla	iflar	V;IMP;2;SG
eflan	iflar	V;SBJV;PRS;3;PL
eflas	iflar	V;IND;PRS;2;SG
eflel	iflar	V;IND;PRS;1;SG
efli	iflar	V;SBJV;PRS;3;SG
eflian	iflar	V;SBJV;PRS;3;PL
eflias	iflar	V;SBJV;PRS;2;SG
eg	agear	V;IND;PRS;1;SG
eg	igear	V;IND;PRS;1;SG
ega	igear	V;IMP;2;SG
egan	igear	V;SBJV;PRS;3;PL
egas	igear	V;SBJV;PRS;2;SG
egel	agear	V;IND;PRS;1;SG
egel	igear	V;IND;PRS;1;SG
egi	agear	V;SBJV;PRS;3;SG
egi	igear	V;SBJV;PRS;3;SG
egi	uer	V;SBJV;PRS;3;SG
egia	agear	V;IMP;2;SG
egia	igear	V;IMP;2;SG
egian	agear	V;SBJV;PRS;3;PL
egian	igear	V;SBJV;PRS;3;PL
egian	uer	V;SBJV;PRS;3;PL
egias	agear	V;SBJV;PRS;2;SG
egias	igear	V;SBJV;PRS;2;SG
egias	uer	V;SBJV;PRS;2;SG
egl	agliear	V;IND;PRS;1;SG
egl	igliear	V;IND;PRS;1;SG
egl	iglir	V;IND;PRS;1;SG
egli	agliear	V;SBJV;PRS;3;SG
egli	igliear	V;SBJV;PRS;3;SG
egli	iglir	V;SBJV;PRS;3;SG
eglia	agliear	V;IMP;2;SG
eglia	igliear	V;IMP;2;SG
eglia	iglir	V;IMP;2;SG
eglian	agliear	V;SBJV;PRS;3;PL
eglian	igliear	V;IND;PRS;3;PL
eglian	iglir	V;IND;PRS;3;PL
eglias	agliear	V;SBJV;PRS;2;SG
eglias	igliear	V;SBJV;PRS;2;SG
eglias	iglir	V;SBJV;PRS;2;SG
egliel	agliear	V;IND;PRS;1;SG
egliel	igliear	V;IND;PRS;1;SG
egliel	iglir	V;IND;PRS;1;SG
egn	aner	V;IND;PRS;1;SG
egn	ignear	V;IND;PRS;1;SG
egn	ignir	V;IND;PRS;1;SG
egn	inar	V;IND;PRS;1;SG
egna	agnir	V;IMP;2;SG
egna	aner	V;IMP;2;SG
egna	ignear	V;IND;PRS;3;SG
egna	ignir	V;IMP;2;SG
egna	inar	V;IMP;2;SG
egnad	ignear	V;IMP;2;PL
egnada	ignear	V.PTCP;PST;FEM;SG
egnadas	ignear	V.PTCP;PST;FEM;PL
egnagn	ignear	V;IND;PRS;1;PL
egnan	aner	V;SBJV;PRS;3;PL
egnan	ignear	V;SBJV;PRS;3;PL
egnan	ignir	V;SBJV;PRS;3;PL
egnan	inar	V;SBJV;PRS;3;PL
egnas	aner	V;SBJV;PRS;2;SG
egnas	ignear	V;SBJV;PRS;2;SG
egnas	ignir	V;SBJV;PRS;2;SG
egnas	inar	V;SBJV;PRS;2;SG
egnass	ignear	V;COND;1;SG
egnassan	ignear	V;COND;1;PL
egnassas	ignear	V;COND;2;PL
egnava	ignear	V;IND;PST;1;SG;IPFV
egnavan	ignear	V;IND;PST;1;PL;IPFV
egnavas	ignear	V;IND;PST;2;PL;IPFV
egnaz	ignear	V;IND;PRS;2;PL
egnear	ignear	V;IND;FUT;2;SG
egneian	ignear	V;SBJV;PRS;1;PL
egneias	ignear	V;SBJV;PRS;2;PL
egnel	aner	V;IND;PRS;1;SG
egnel	ignear	V;IND;PRS;1;SG
egnel	ignir	V;IND;PRS;1;SG
egnel	inar	V;IND;PRS;1;SG
egni	aner	V;SBJV;PRS;1;SG
egni	ignear	V;SBJV;PRS;3;SG
egni	ignir	V;SBJV;PRS;3;SG
egni	inar	V;SBJV;PRS;3;SG
egnian	aner	V;SBJV;PRS;3;PL
egnian	ignear	V;SBJV;PRS;3;PL
egnian	ignir	V;SBJV;PRS;3;PL
egnian	inar	V;SBJV;PRS;3;PL
egnias	aner	V;SBJV;PRS;2;SG
egnias	ignear	V;SBJV;PRS;2;SG
egnias	ignir	V;SBJV;PRS;2;SG
egnias	inar	V;SBJV;PRS;2;SG
egno	ignear	V.PTCP;PST;MASC;SG
egnos	ignear	V.PTCP;PST;MASC;PL
egnànd	ignear	V.PTCP;PRS
egr	agrar	V;IND;PRS;1;SG
egra	agrar	V;IND;PRS;3;SG
egran	agrar	V;SBJV;PRS;3;PL
egras	agrar	V;SBJV;PRS;2;SG
egrel	agrar	V;IND;PRS;1;SG
egri	agrar	V;SBJV;PRS;1;SG
egrian	agrar	V;SBJV;PRS;3;PL
egrias	agrar	V;SBJV;PRS;2;SG
eh	ihear	V;IND;PRS;1;SG
eh	ihir	V;IND;PRS;1;SG
eha	ihear	V;IND;PRS;3;SG
eha	ihir	V;IND;PRS;3;SG
ehan	ihear	V;IND;PRS;3;PL
ehan	ihir	V;IND;PRS;3;PL
ehas	ihear	V;SBJV;PRS;2;SG
ehas	ihir	V;SBJV;PRS;2;SG
ehel	ihear	V;IND;PRS;1;SG
ehel	ihir	V;IND;PRS;1;SG
ehi	ihear	V;SBJV;PRS;3;SG
ehi	ihir	V;SBJV;PRS;3;SG
ehian	ihear	V;SBJV;PRS;3;PL
ehian	ihir	V;SBJV;PRS;3;PL
ehias	ihear	V;SBJV;PRS;2;SG
ehias	ihir	V;SBJV;PRS;2;SG
ei	ajear	V;IND;PRS;1;SG
ei	iear	V;IND;PRS;1;SG
eia	ajear	V;IND;PRS;3;SG
eia	iear	V;IMP;2;SG
eian	ajear	V;IND;PRS;3;PL
eian	ar	V;SBJV;PRS;1;PL
eian	iear	V;SBJV;PRS;3;PL
eian	ir	V;SBJV;PRS;1;PL
eian	r	V;SBJV;PRS;1;PL
eias	ajear	V;SBJV;PRS;2;SG
eias	ar	V;SBJV;PRS;2;PL
eias	iear	V;IND;PRS;2;SG
eias	ir	V;SBJV;PRS;2;PL
eias	r	V;SBJV;PRS;2;PL
eiel	ajear	V;IND;PRS;1;SG
eiel	iear	V;IND;PRS;1;SG
eii	ajear	V;SBJV;PRS;1;SG
eii	iear	V;SBJV;PRS;3;SG
eiian	ajear	V;SBJV;PRS;3;PL
eiian	iear	V;SBJV;PRS;3;PL
eiias	ajear	V;SBJV;PRS;2;SG
eiias	iear	V;SBJV;PRS;2;SG
eil	iear	V;IND;PRS;1;SG
el	alar	V;IND;PRS;1;SG
el	ar	V;IND;PRS;1;SG
el	ir	V;IND;PRS;1;SG
el	r	V;IND;PRS;1;SG
ela	alar	V;IND;PRS;3;SG
elan	alar	V;IND;PRS;3;PL
elas	alar	V;SBJV;PRS;2;SG
elel	alar	V;IND;PRS;1;SG
eli	alar	V;SBJV;PRS;1;SG
elian	alar	V;SBJV;PRS;3;PL
elias	alar	V;SBJV;PRS;2;SG
elias	liear	V;SBJV;PRS;2;SG
em	amar	V;IND;PRS;1;SG
em	amer	V;IND;PRS;1;SG
em	imar	V;IND;PRS;1;SG
em	mar	V;IND;PRS;1;SG
ema	amar	V;IND;PRS;3;SG
ema	amer	V;IND;PRS;3;SG
ema	imar	V;IMP;2;SG
ema	mar	V;IMP;2;SG
eman	amar	V;SBJV;PRS;3;PL
eman	amer	V;IND;PRS;3;PL
eman	imar	V;SBJV;PRS;3;PL
eman	mar	V;SBJV;PRS;3;PL
emas	amar	V;SBJV;PRS;2;SG
emas	amer	V;IND;PRS;2;SG
emas	imar	V;SBJV;PRS;2;SG
emas	mar	V;SBJV;PRS;2;SG
embl	amblar	V;IND;PRS;1;SG
embla	amblar	V;IMP;2;SG
emblan	amblar	V;SBJV;PRS;3;PL
emblas	amblar	V;SBJV;PRS;2;SG
emblel	amblar	V;IND;PRS;1;SG
embli	amblar	V;SBJV;PRS;3;SG
emblian	amblar	V;SBJV;PRS;3;PL
emblias	amblar	V;SBJV;PRS;2;SG
emel	amar	V;IND;PRS;1;SG
emel	amer	V;IND;PRS;1;SG
emel	imar	V;IND;PRS;1;SG
emel	mar	V;IND;PRS;1;SG
emi	amar	V;SBJV;PRS;3;SG
emi	amer	V;SBJV;PRS;3;SG
emi	imar	V;SBJV;PRS;3;SG
emi	mar	V;SBJV;PRS;3;SG
emian	amar	V;SBJV;PRS;3;PL
emian	amer	V;SBJV;PRS;3;PL
emian	imar	V;SBJV;PRS;3;PL
emian	mar	V;SBJV;PRS;3;PL
emias	amar	V;SBJV;PRS;2;SG
emias	amer	V;SBJV;PRS;2;SG
emias	imar	V;SBJV;PRS;2;SG
emias	mar	V;SBJV;PRS;2;SG
emn	amnar	V;IND;PRS;1;SG
emn	imnar	V;IND;PRS;1;SG
emna	amnar	V;IMP;2;SG
emna	imnar	V;IMP;2;SG
emnan	amnar	V;SBJV;PRS;3;PL
emnan	imnar	V;SBJV;PRS;3;PL
emnas	amnar	V;SBJV;PRS;2;SG
emnas	imnar	V;SBJV;PRS;2;SG
emnel	amnar	V;IND;PRS;1;SG
emnel	imnar	V;IND;PRS;1;SG
emni	amnar	V;SBJV;PRS;1;SG
emni	imnar	V;SBJV;PRS;3;SG
emnian	amnar	V;SBJV;PRS;3;PL
emnian	imnar	V;SBJV;PRS;3;PL
emnias	amnar	V;SBJV;PRS;2;SG
emnias	imnar	V;SBJV;PRS;2;SG
emtg	amtgear	V;IND;PRS;1;SG
emtga	amtgear	V;IMP;2;SG
emtgan	amtgear	V;IND;PRS;3;PL
emtgas	amtgear	V;SBJV;PRS;2;SG
emtgel	amtgear	V;IND;PRS;1;SG
emtgi	amtgear	V;SBJV;PRS;3;SG
emtgian	amtgear	V;SBJV;PRS;3;PL
emtgias	amtgear	V;SBJV;PRS;2;SG
en	ascher	V;IND;PRS;3;PL
en	inar	V;IND;PRS;1;SG
en	uer	V;IND;PRS;3;PL
ena	inar	V;IND;PRS;3;SG
enan	inar	V;SBJV;PRS;3;PL
enas	inar	V;SBJV;PRS;2;SG
end	andar	V;IND;PRS;1;SG
enda	andar	V;IMP;2;SG
endan	andar	V;IND;PRS;3;PL
endas	andar	V;SBJV;PRS;2;SG
endel	andar	V;IND;PRS;1;SG
endi	andar	V;SBJV;PRS;3;SG
endian	andar	V;SBJV;PRS;3;PL
endias	andar	V;SBJV;PRS;2;SG
endr	andrar	V;IND;PRS;1;SG
endr	indrar	V;IND;PRS;1;SG
endra	andrar	V;IMP;2;SG
endra	indrar	V;IND;PRS;3;SG
endran	andrar	V;SBJV;PRS;3;PL
endran	indrar	V;IND;PRS;3;PL
endras	andrar	V;SBJV;PRS;2;SG
endras	indrar	V;SBJV;PRS;2;SG
endrel	andrar	V;IND;PRS;1;SG
endrel	indrar	V;IND;PRS;1;SG
endri	andrar	V;SBJV;PRS;3;SG
endri	indrar	V;SBJV;PRS;3;SG
endrian	andrar	V;SBJV;PRS;3;PL
endrian	indrar	V;SBJV;PRS;3;PL
endrias	andrar	V;SBJV;PRS;2;SG
endrias	indrar	V;SBJV;PRS;2;SG
enel	inar	V;IND;PRS;1;SG
eng	ingir	V;IND;PRS;1;SG
engel	ingir	V;IND;PRS;1;SG
engi	ingir	V;SBJV;PRS;3;SG
engia	ingir	V;IMP;2;SG
engian	ingir	V;IND;PRS;3;PL
engias	ingir	V;SBJV;PRS;2;SG
eni	inar	V;SBJV;PRS;3;SG
enian	inar	V;SBJV;PRS;3;PL
enias	inar	V;SBJV;PRS;2;SG
enii	najear	V;SBJV;PRS;3;SG
ensl	inslar	V;IND;PRS;1;SG
ensla	inslar	V;IND;PRS;3;SG
enslan	inslar	V;IND;PRS;3;PL
enslas	inslar	V;SBJV;PRS;2;SG
enslel	inslar	V;IND;PRS;1;SG
ensli	inslar	V;SBJV;PRS;1;SG
enslian	inslar	V;SBJV;PRS;3;PL
enslias	inslar	V;SBJV;PRS;2;SG
ent	intar	V;IND;PRS;1;SG
enta	intar	V;IMP;2;SG
entan	intar	V;IND;PRS;3;PL
entas	intar	V;SBJV;PRS;2;SG
entel	intar	V;IND;PRS;1;SG
enti	intar	V;SBJV;PRS;3;SG
entian	intar	V;SBJV;PRS;3;PL
entias	intar	V;SBJV;PRS;2;SG
ep	ipar	V;IND;PRS;1;SG
epa	ipar	V;IND;PRS;3;SG
epan	ipar	V;SBJV;PRS;3;PL
epas	ipar	V;SBJV;PRS;2;SG
epel	ipar	V;IND;PRS;1;SG
epi	ipar	V;SBJV;PRS;3;SG
epian	ipar	V;SBJV;PRS;3;PL
epias	ipar	V;SBJV;PRS;2;SG
eptg	iptgear	V;IND;PRS;1;SG
eptga	iptgear	V;IMP;2;SG
eptgan	iptgear	V;IND;PRS;3;PL
eptgas	iptgear	V;SBJV;PRS;2;SG
eptgel	iptgear	V;IND;PRS;1;SG
eptgi	iptgear	V;SBJV;PRS;3;SG
eptgian	iptgear	V;SBJV;PRS;3;PL
eptgias	iptgear	V;SBJV;PRS;2;SG
er	arar	V;IND;PRS;1;SG
er	rar	V;IND;PRS;1;SG
era	arar	V;IND;PRS;3;SG
era	rar	V;IMP;2;SG
eran	arar	V;SBJV;PRS;3;PL
eran	rar	V;SBJV;PRS;3;PL
eras	arar	V;SBJV;PRS;2;SG
eras	rar	V;SBJV;PRS;2;SG
erel	arar	V;IND;PRS;1;SG
erel	rar	V;IND;PRS;1;SG
eri	arar	V;SBJV;PRS;3;SG
eri	rar	V;SBJV;PRS;3;SG
erian	arar	V;SBJV;PRS;3;PL
erian	rar	V;SBJV;PRS;3;PL
erias	arar	V;SBJV;PRS;2;SG
erias	rar	V;SBJV;PRS;2;SG
erl	irlar	V;IND;PRS;1;SG
erl	rlar	V;IND;PRS;1;SG
erla	irlar	V;IMP;2;SG
erla	rlar	V;IMP;2;SG
erlan	irlar	V;SBJV;PRS;3;PL
erlan	rlar	V;IND;PRS;3;PL
erlas	irlar	V;IND;PRS;2;SG
erlas	rlar	V;SBJV;PRS;2;SG
erlel	irlar	V;IND;PRS;1;SG
erlel	rlar	V;IND;PRS;1;SG
erli	irlar	V;SBJV;PRS;3;SG
erli	rlar	V;SBJV;PRS;3;SG
erlian	irlar	V;SBJV;PRS;3;PL
erlian	rlar	V;SBJV;PRS;3;PL
erlias	irlar	V;SBJV;PRS;2;SG
erlias	rlar	V;SBJV;PRS;2;SG
ern	arnar	V;IND;PRS;1;SG
erna	arnar	V;IND;PRS;3;SG
ernan	arnar	V;SBJV;PRS;3;PL
ernas	arnar	V;SBJV;PRS;2;SG
ernel	arnar	V;IND;PRS;1;SG
erni	arnar	V;SBJV;PRS;3;SG
ernian	arnar	V;SBJV;PRS;3;PL
ernias	arnar	V;SBJV;PRS;2;SG
ersch	arschar	V;IND;PRS;1;SG
erscha	arschar	V;IMP;2;SG
erschan	arschar	V;SBJV;PRS;3;PL
erschas	arschar	V;SBJV;PRS;2;SG
erschel	arschar	V;IND;PRS;1;SG
erschi	arschar	V;SBJV;PRS;3;SG
erschian	arschar	V;SBJV;PRS;3;PL
erschias	arschar	V;SBJV;PRS;2;SG
ert	rtar	V;IND;PRS;1;SG
erta	rtar	V;IMP;2;SG
ertan	rtar	V;SBJV;PRS;3;PL
ertas	rtar	V;SBJV;PRS;2;SG
ertel	rtar	V;IND;PRS;1;SG
ertg	artgir	V;IND;PRS;1;SG
ertga	artgir	V;IND;PRS;3;SG
ertgan	artgir	V;IND;PRS;3;PL
ertgas	artgir	V;SBJV;PRS;2;SG
ertgel	artgir	V;IND;PRS;1;SG
ertgi	artgir	V;SBJV;PRS;3;SG
ertgian	artgir	V;SBJV;PRS;3;PL
ertgias	artgir	V;SBJV;PRS;2;SG
erti	rtar	V;SBJV;PRS;1;SG
ertian	rtar	V;SBJV;PRS;3;PL
ertias	rtar	V;SBJV;PRS;2;SG
es	asar	V;IND;PRS;1;SG
es	ascher	V;IND;PRS;2;SG
es	aser	V;IND;PRS;1;SG
es	uer	V;IND;PRS;2;SG
esa	asar	V;IND;PRS;3;SG
esa	aser	V;IMP;2;SG
esan	asar	V;SBJV;PRS;3;PL
esan	aser	V;IND;PRS;3;PL
esas	asar	V;SBJV;PRS;2;SG
esas	aser	V;SBJV;PRS;2;SG
esch	ar	V;IND;PRS;1;SG
esch	ascher	V;IND;PRS;1;SG
esch	ir	V;IND;PRS;1;SG
esch	ischear	V;IND;PRS;1;SG
esch	schear	V;IND;PRS;1;SG
escha	ar	V;IMP;2;SG
escha	ir	V;IMP;2;SG
escha	ischear	V;IMP;2;SG
escha	schear	V;IND;PRS;3;SG
eschan	ar	V;IND;PRS;3;PL
eschan	ascher	V;SBJV;PRS;3;PL
eschan	ir	V;IND;PRS;3;PL
eschan	ischear	V;SBJV;PRS;3;PL
eschan	schear	V;IND;PRS;3;PL
eschas	ar	V;SBJV;PRS;2;SG
eschas	ascher	V;SBJV;PRS;2;SG
eschas	ir	V;SBJV;PRS;2;SG
eschas	ischear	V;SBJV;PRS;2;SG
eschas	schear	V;SBJV;PRS;2;SG
eschel	ar	V;IND;PRS;1;SG
eschel	ascher	V;IND;PRS;1;SG
eschel	ir	V;IND;PRS;1;SG
eschel	ischear	V;IND;PRS;1;SG
eschel	schear	V;IND;PRS;1;SG
eschi	ar	V;SBJV;PRS;3;SG
eschi	ascher	V;SBJV;PRS;3;SG
eschi	ir	V;SBJV;PRS;3;SG
eschi	ischear	V;SBJV;PRS;3;SG
eschi	schear	V;SBJV;PRS;3;SG
eschian	ar	V;SBJV;PRS;3;PL
eschian	ascher	V;SBJV;PRS;3;PL
eschian	ir	V;SBJV;PRS;3;PL
eschian	ischear	V;SBJV;PRS;3;PL
eschian	schear	V;SBJV;PRS;3;PL
eschias	ar	V;SBJV;PRS;2;SG
eschias	ascher	V;SBJV;PRS;2;SG
eschias	ir	V;SBJV;PRS;2;SG
eschias	ischear	V;SBJV;PRS;2;SG
eschias	schear	V;SBJV;PRS;2;SG
eschl	aschlar	V;IND;PRS;1;SG
eschla	aschlar	V;IMP;2;SG
eschlan	aschlar	V;IND;PRS;3;PL
eschlas	aschlar	V;SBJV;PRS;2;SG
eschlel	aschlar	V;IND;PRS;1;SG
eschli	aschlar	V;SBJV;PRS;3;SG
eschlian	aschlar	V;SBJV;PRS;3;PL
eschlias	aschlar	V;SBJV;PRS;2;SG
escl	asclar	V;IND;PRS;1;SG
escla	asclar	V;IMP;2;SG
esclan	asclar	V;IND;PRS;3;PL
esclas	asclar	V;SBJV;PRS;2;SG
esclel	asclar	V;IND;PRS;1;SG
escli	asclar	V;SBJV;PRS;1;SG
esclian	asclar	V;SBJV;PRS;3;PL
esclias	asclar	V;SBJV;PRS;2;SG
escret	ascriver	V.PTCP;PST;MASC;SG
escreta	ascriver	V.PTCP;PST;FEM;SG
escretas	ascriver	V.PTCP;PST;FEM;PL
escrets	ascriver	V.PTCP;PST;MASC;PL
escriv	ascriver	V;IND;PRS;1;SG
escriva	ascriver	V;IMP;2;SG
escrivagn	ascriver	V;IND;PRS;1;PL
escrivan	ascriver	V;IND;PRS;3;PL
escrivas	ascriver	V;IND;PRS;2;SG
escrived	ascriver	V;IMP;2;PL
escriveian	ascriver	V;SBJV;PRS;1;PL
escriveias	ascriver	V;SBJV;PRS;2;PL
escrivel	ascriver	V;IND;PRS;1;SG
escriver	ascriver	V;IND;FUT;3;SG
escrivess	ascriver	V;COND;1;SG
escrivessan	ascriver	V;COND;1;PL
escrivessas	ascriver	V;COND;2;SG
escriveva	ascriver	V;IND;PST;1;SG;IPFV
escrivevan	ascriver	V;IND;PST;3;PL;IPFV
escrivevas	ascriver	V;IND;PST;2;PL;IPFV
escrivez	ascriver	V;IND;PRS;2;PL
escrivi	ascriver	V;SBJV;PRS;3;SG
escrivian	ascriver	V;SBJV;PRS;3;PL
escrivias	ascriver	V;SBJV;PRS;2;SG
escrivànd	ascriver	V.PTCP;PRS
esd	asdar	V;IND;PRS;1;SG
esd	isdar	V;IND;PRS;1;SG
esda	asdar	V;IND;PRS;3;SG
esda	isdar	V;IMP;2;SG
esdan	asdar	V;SBJV;PRS;3;PL
esdan	isdar	V;IND;PRS;3;PL
esdas	asdar	V;SBJV;PRS;2;SG
esdas	isdar	V;SBJV;PRS;2;SG
esdel	asdar	V;IND;PRS;1;SG
esdel	isdar	V;IND;PRS;1;SG
esdi	asdar	V;SBJV;PRS;3;SG
esdi	isdar	V;SBJV;PRS;3;SG
esdian	asdar	V;SBJV;PRS;3;PL
esdian	isdar	V;SBJV;PRS;3;PL
esdias	asdar	V;SBJV;PRS;2;SG
esdias	isdar	V;SBJV;PRS;2;SG
esel	asar	V;IND;PRS;1;SG
esel	aser	V;IND;PRS;1;SG
esg	asgear	V;IND;PRS;1;SG
esgel	asgear	V;IND;PRS;1;SG
esgi	asgear	V;SBJV;PRS;1;SG
esgia	asgear	V;IND;PRS;3;SG
esgian	asgear	V;SBJV;PRS;3;PL
esgias	asgear	V;SBJV;PRS;2;SG
esi	asar	V;SBJV;PRS;1;SG
esi	aser	V;SBJV;PRS;3;SG
esian	asar	V;SBJV;PRS;3;PL
esian	aser	V;SBJV;PRS;3;PL
esias	asar	V;SBJV;PRS;2;SG
esias	aser	V;SBJV;PRS;2;SG
esm	ismar	V;IND;PRS;1;SG
esma	ismar	V;IMP;2;SG
esman	ismar	V;SBJV;PRS;3;PL
esmas	ismar	V;SBJV;PRS;2;SG
esmel	ismar	V;IND;PRS;1;SG
esmi	ismar	V;SBJV;PRS;3;SG
esmian	ismar	V;SBJV;PRS;3;PL
esmias	ismar	V;SBJV;PRS;2;SG
ess	ar	V;COND;3;SG
ess	assar	V;IND;PRS;1;SG
ess	ir	V;COND;1;SG
ess	r	V;COND;3;SG
essa	assar	V;IMP;2;SG
essan	ar	V;COND;3;PL
essan	assar	V;SBJV;PRS;3;PL
essan	ir	V;COND;1;PL
essan	r	V;COND;1;PL
essas	ar	V;COND;2;SG
essas	assar	V;SBJV;PRS;2;SG
essas	ir	V;COND;2;PL
essas	r	V;COND;2;PL
essel	assar	V;IND;PRS;1;SG
essi	assar	V;SBJV;PRS;1;SG
essian	assar	V;SBJV;PRS;3;PL
essias	assar	V;SBJV;PRS;2;SG
est	astar	V;IND;PRS;1;SG
esta	astar	V;IMP;2;SG
estan	astar	V;IND;PRS;3;PL
estas	astar	V;SBJV;PRS;2;SG
estel	astar	V;IND;PRS;1;SG
estg	astgear	V;IND;PRS;1;SG
estg	istgear	V;IND;PRS;1;SG
estga	astgear	V;IMP;2;SG
estga	istgear	V;IMP;2;SG
estgan	astgear	V;IND;PRS;3;PL
estgan	istgear	V;IND;PRS;3;PL
estgas	astgear	V;SBJV;PRS;2;SG
estgas	istgear	V;SBJV;PRS;2;SG
estgel	astgear	V;IND;PRS;1;SG
estgel	istgear	V;IND;PRS;1;SG
estgi	astgear	V;SBJV;PRS;3;SG
estgi	istgear	V;SBJV;PRS;3;SG
estgian	astgear	V;SBJV;PRS;3;PL
estgian	istgear	V;SBJV;PRS;3;PL
estgias	astgear	V;SBJV;PRS;2;SG
estgias	istgear	V;SBJV;PRS;2;SG
esti	astar	V;SBJV;PRS;3;SG
