		V;NFIN
vignas	neir	V;SBJV;PRS;2;PL
vignst	neir	V;IND;PRS;2;SG
vo	eir	V;IMP;2;SG
von	eir	V;IND;PRS;3;PL
vot	leir	V;IND;PRS;3;SG
vottan	leir	V;IND;PRS;3;PL
z	ir	V;IND;PRS;2;PL
z	r	V;IND;PRS;2;PL
è	esser	V;IND;PRS;3;SG
èn	esser	V;IND;PRS;3;PL
ò	ar	V;IMP;2;SG
ò	aveir	V;IND;PRS;3;SG
ò	veir	V;IND;PRS;3;SG
ôss	ussar	V;IND;PRS;1;SG
ôssa	ussar	V;SBJV;PRS;1;SG
ôssan	ussar	V;SBJV;PRS;1;PL
ôssas	ussar	V;SBJV;PRS;2;PL
